01921	BLUE PANTS FALL 32 OZ			EACH	004000226301	1	6.89	0.00	1	0.00	0	4000226301	BEER	BEER	GROWLERS	UNK	0.00	Y																				0.0000		0.00														0			0			AbDILOSW	0	04000226301	2015-10-19				0	9.2500											
01922	SCHOFFER GRAPEFRUIT 32 OZ			32OZ	400019260831	48	6.49	0.00	1	0.00	-31	400019260831	BEER	BEER	GROWLERS	EAG	0.00	Y																				3.3100		0.00														0			-31			AbDILOSW	0	400019260831	2015-10-19				1	9.2500											
01923	SWEET WATER SEASONAL 32 1/2			EACH	400015690802	48	5.59	5.59	1	5.59	-1	400015690802	BEER	BEER	GROWLERS	EAG	0.00	Y																				3.0600		0.00														0			-1			AbDILOSW	0	400015690802	2015-10-19				0	9.2500											
01924	KENTUCKY BOURBON ALE 32 1/2			EACH	000400014571	48	8.89	0.00	1	0.00	0	0400014571	BEER	BEER	GROWLERS	OMN	0.00	Y																				4.9200		0.00														0			0			AbDILOSW	0	00400014571	2015-10-19				0	9.2500											
01925	DOGFISH HEAD NAMASTE 32 1/2			EACH	400020160781	48	6.69	6.69	1	6.69	0	400020160781	BEER	BEER	GROWLERS	EAG	0.00	Y																				3.7000		0.00														0			0			AbDILOSW	0	400020160781	2015-10-19				0	9.2500											
01926	ROGUE DEAD GUY 32 1/2			EACH	400023430832	48	8.09	8.09	1	8.09	0	400023430832	BEER	BEER	GROWLERS	EAG	0.00	Y																				4.4800		0.00														0			0			AbDILOSW	0	400023430832	2015-10-19				0	9.2500											
01927	NEW HOLLAND BREWING POET OAT STOUT 32 1/2			EACH	004000671301	48	6.99	6.99	1	6.99	0	4000671301	BEER	BEER	GROWLERS	ATH	0.00	Y																				3.8700		0.00														0			0			AbDILOSW	0	04000671301	2015-10-19				0	9.2500											
01928	WISE GOTTA GET 32 OZ			EACH	400025620781	1	4.99	4.99	1	4.99	0	400025620781	BEER	BEER	GROWLERS	EAG	0.00	Y																				2.9200		0.00														0			0			AbDILOSW	0	400025620781	2015-10-19				0	9.2500											
01929	HIGH COTTON HEFEWEIZEN 32 OZ			EACH	000400011221	1	6.19	0.00	1	0.00	-2	0400011221	BEER	BEER	GROWLERS	UNK	0.00	Y																				3.8900		0.00														0			-2			AbDILOSW	0	00400011221	2015-10-19				0	9.2500											
01930	BLUE PANTS SCOTCH ALE 32 OZ			32OZ	000400082512	48	12.69	0.00	1	0.00	0	0400082512	BEER	BEER	GROWLERS	OMN	0.00	Y																				4.3800		0.00														0			0			AbDILOSW	0	00400082512	2015-10-19				1	9.2500											
01931	SIERRA NEVADA SEASONAL 32 OZ			32OZ	400024030801	1	7.49	0.00	24	0.00	0	400024030801	BEER	BEER	GROWLERS	EAG	0.00	Y																				3.9400		0.00														0			0			AbDILOSW	0	400024030801	2015-10-19				1	9.2500											
01932	DOGFISH HEAD INDIAN 32 1/2			EACH	400071360781	48	6.59	6.59	1	6.59	0	400071360781	BEER	BEER	GROWLERS	EAG	0.00	Y																				3.6100		0.00														0			0			AbDILOSW	0	400071360781	2015-10-19				0	9.2500											
01933	OSKAR BLUE OLD CHUB 32 1/6			EACH	400073290801	1	7.09	0.00	1	0.00	0		BEER	BEER	GROWLERS	UNK	0.00	Y																				3.9400		0.00														0			0			AbDILOSW	0		2015-10-19				0	9.2500											
01935	BLUE PANTS GOLD CREST 32 1/2			EACH	000400016302	48	5.59	0.00	1	0.00	0	0400016302	BEER	BEER	GROWLERS	ATH	0.00	Y																				3.0600		0.00														0			0			AbDILOSW	0	00400016302	2015-10-19				0	9.2500											
01936	HOPUS ALE			330ML	061077440001	24	5.99	5.99	1	143.76	0	1077440001	BEER	BEER	BEER	UNK	0.00	Y																				4.2600		0.00														0			0			AbDILOSW	0	61077440001	2015-10-19					9.2500											
01937	TRAPPISTES ROCHEFORT			330ML	008572516503	12	6.99	0.00	1	0.00	5	8572516503	BEER	BEER	BEER	EAG	0.00	Y																				4.7548		0.00														0			5			AbDILOSW	0	085725165036	2015-10-19					9.2500											
01938	ROCHEFORT 8			CS/12	008572516501	12	6.19	0.00	1	0.00	6	8572516501	BEER	BEER	BEER	EAG	0.00	Y																				4.4153		0.00														0			6			AbDILOSW	0	085725165012	2015-10-19				0	9.2500											
01939	ROCHEFORT 6			330ML	008572516505	12	5.59	0.00	1	0.00	11	8572516505	BEER	BEER	BEER	EAG	0.00	Y																				4.0749		0.00														0			11			AbDILOSW	0	085725165050	2015-10-19					9.2500											
01940	DUVEL BELGIAN ALE SIN			CS/12	008370601411	12	4.79	0.00	1	0.00	72	8370601411	BEER	BEER	BEER	UNK	0.00	Y																				2.6250		0.00														0			72			AbDILOSW	0	08370601411	2015-10-19				0	9.2500											
01941	CHIMAY GFT			EACH	008170602104	1	19.99	0.00	1	0.00	0	8170602104	BEER	BEER	BEER	UNK	0.00	Y																				13.8400		0.00														0			0			AbDILOSW	0	08170602104	2015-10-19				0	9.2500											
01942	NAPA SMITH LOST DOG			355ML	089327600219	24	10.99	10.99	1	263.76	0	9327600219	BEER	BEER	BEER	UNK	0.00	Y																				7.2900		0.00														0			0			AbDILOSW	0	89327600219	2015-10-19				1	9.2500											
01943	JIM BEAM & COLA SIN			355ML	008068630665	24	1.49	0.00	1	0.00	0	8068630065	SPIRITS	SPIRITS	COCKTAILS-READY TO DRINK (RTD)	UNK	0.00	Y																				4.2000		0.00														0			0			AbDILOSW	0	08068630065	2015-10-19				1	9.2500											
01944	SEAGRAMS JAMAICAN ME HAPPY			355ML	007031001166	24	1.99	0.00	1	0.00	0	7031001166	BEER	BEER	BEER SINGLES	ATH	0.00	Y																				0.9000		0.00														0			0			AbDILOSW	0	070310011669	2015-10-19				1	9.2500											
01945	JOCKAMO SIN			355ML	008002000009	24	1.99	0.00	1	0.00	0	8002000009	BEER	BEER	BEER	UNK	0.00	Y																				1.0200		0.00														0			0			AbDILOSW	0	08002000009	2015-10-19				1	9.2500											
01946	SEAGRAMS FUZZY NAVEL SIN			CS/24	008043280227	24	1.99	0.00	1	28.56	9	8043280227	BEER	BEER	BEER SINGLES	ASB	0.00	Y																				0.7897		0.00														0			9			AbDILOSW	0	080432802274	2015-10-19				0	9.2500											
01947	SEAGRAMS WILD BERRIES SIN			355ML	008043280265	24	1.99	0.00	1	47.76	0	8043280265	SPIRITS	SPIRITS	COCKTAILS-READY TO DRINK (RTD)	UNK	0.00	Y																				1.2500		0.00														0			0			AbDILOSW	0	08043280265	2015-10-19				1	9.2500											
01948	FLYING DOG SNAKE DOG INDIE PALE ALE SINGLE			355ML	078624311178	24	1.99	1.99	1	47.76	0	7862431117	BEER	BEER	BEER SINGLES	UNK	0.00	Y																				0.0000		0.00														0			0			AbDILOSW	0	078624311178	2015-10-19				1	9.2500											
01949	NAPA SMITH ORGANIC IPA			355ML	089327600216	24	9.98	0.00	1	0.00	0	8932760021	BEER	BEER	BEER	UNK	0.00	Y																				0.0000		0.00														0			0			AbDILOSW	0	089327600216	2015-10-19				1	9.2500											
01950	ABBEY BELGIAN ALE SINGLE			EACH	075452700041	24	2.99	0.00	1	0.00	-1	5452700041	BEER	BEER	BEER SINGLES	UNK	0.00	Y																				1.4100		0.00														0			-1			AbDILOSW	0	75452700041	2015-10-19				0	9.2500											
01951	UNIBROUE DON DE DIEU 4PK			355ML	077228513105	24	11.99	11.99	1	287.76	0	7228513105	BEER	BEER	BEER	UNK	0.00	Y																				8.9300		0.00														0			0			AbDILOSW	0	77228513105	2015-10-19				1	9.2500											
01952	DOGFISH HEAD 90 IPA SIN			355ML	063848900060	24	2.99	2.99	1	71.76	-20	3848900060	BEER	BEER	BEER SINGLES	EAG	0.00	Y																				2.0600		0.00														0			-20			AbDILOSW	0	638489000602	2015-10-19				1	9.2500											
01953	NEW BELGIUM VOODOO RANGER			6 PACK	075452700421	4	10.89	0.00	1	0.00	0	5452700421	BEER	BEER	BEER	EAG	0.00	Y																				7.9998		0.00														0			0			AbDILOSW	0	754527004217	2015-10-19				0	9.2500											
01954	BIG BISON ALE			EACH	084174201240	1	12.99	0.00	1	0.00	0	4174201240	BEER	BEER	BEER	UNK	0.00	Y																				9.9900		0.00														0			0			AbDILOSW	0	84174201240	2015-10-19				0	9.2500											
01955	CIROC VODKA COCONUT			375ML	008807617494	12	15.99	0.00	1	0.00	10	8807617494	SPIRITS	SPIRITS	VODKA-FLAVORED	ATH	0.00	Y																				12.2999		0.00														0			10			AbDILOSW	0	088076174948	2015-10-19				1	9.2500											
01956	HANA WHITE PEACH SAKE			375ML	008639517045	12	9.99	0.00	1	0.00	11	8639517045	WINE	WINE	WINE SAKE	CRO	0.00	Y																				5.7094		0.00														0			11			AbDILOSW	0	086395170450	2015-10-19				1	9.2500											
01957	HANA SAKE LYCHEE			375ML	008639517035	12	9.99	0.00	1	0.00	4	8639517035	WINE	WINE	WINE SAKE	CRO	0.00	Y																				7.1820		0.00														0			4			AbDILOSW	0	086395170351	2015-10-19				1	9.2500											
01958	CIROC VODKA BERRY			375ML	008807617504	12	15.99	0.00	1	0.00	23	8807617504	SPIRITS	SPIRITS	VODKA-FLAVORED	ATH	0.00	Y																				11.5308		0.00														0			23			AbDILOSW	0	088076175044	2015-10-19				1	9.2500											
01959	EVAN WILLIAMS			375ML	009674902164	24	6.99	0.00	1	143.76	41	9674902164	SPIRITS	SPIRITS	SPIRITS WHISKEY	CRO	0.00	Y																				4.7854		0.00														0			41			AbDILOSW	0	096749021642	2015-10-19				1	9.2500											
01960	HUDSONS MAPLE RYE			375ML	085083100249	12	48.99	0.00	1	1175.76	0	5083100249	SPIRITS	SPIRITS	SPIRITS WHISKEY	GLA	0.00	Y																				37.6800		0.00														0			0			AbDILOSW	0	850831002496	2015-10-19				1	9.2500											
01961	SMIRNOFF APPLE			375ML	008200000111	12	5.99	0.00	1	0.00	5	8200000110	SPIRITS	SPIRITS	VODKA-FLAVORED	UNK	0.00	Y																				4.2210		0.00														0			5			AbDILOSWV	0	082000001102	2015-10-19				1	9.2500											
01962	CIROC VODKA PEACH			375ML	008807617739	12	15.99	0.00	1	0.00	38	8807617739	SPIRITS	SPIRITS	VODKA-FLAVORED	ATH	0.00	Y																				11.5308		0.00														0			38			AbDILOSW	0	088076177390	2015-10-19				1	9.2500											
01963	EVAN WILLIAMS BOND			375ML	009674902167	24	7.99	0.00	1	174.96	1	9674902167	SPIRITS	SPIRITS	SPIRITS WHISKEY	CRO	0.00	Y																				6.1110		0.00														0			1			AbDILOSW	0	096749021673	2015-10-19				1	9.2500											
01964	SHO CHIKU BAI NIGORI			375ML	008639509451	12	6.99	0.00	1	0.00	14	8639509451	WINE	WINE	WINE SAKE	CRO	0.00	Y																				4.8720		0.00														0			14			AbDILOSWV	0	086395094510	2015-10-19				1	9.2500											
01965	WILD TURKEY RARE BREED 375			375ML	008043255214	24	23.99	0.00	1	575.76	0	8043255214	SPIRITS	SPIRITS	SPIRITS WHISKEY	UNK	0.00	Y																				17.9600		0.00														0			0			AbDILOSW	0	08043255214	2015-10-19				1	9.2500											
01966	DON JULIO BLANCO			375ML	007454500059	12	17.99	0.00	1	0.00	11	7454500059	SPIRITS	SPIRITS	TEQUILA	UNK	0.00	Y																				13.0690		0.00														0			11			AbDILOSW	0	674545000599	2015-10-19				1	9.2500											
01967	SMIRNOFF CRANBERRY 375			375ML	008200000124	24	5.99	0.00	1	0.00	0	8200000124	SPIRITS	SPIRITS	VODKA-FLAVORED	UNK	0.00	Y																				4.0800		0.00														0			0			AbDILOSW	0	08200000124	2015-10-19				1	9.2500											
01968	WILD TURKEY LIQUEUR			375ML	008043256014	24	13.99	0.00	1	335.76	0	8200040102	SPIRITS	SPIRITS	LIQUERS	UNK	0.00	Y																				3.4500		0.00														0			0			AbDILOSW	0	08200040102	2015-10-19				1	9.2500											
01969	SMIRNOFF WATERMELON FLASK			375ML	008200000126	12	5.99	0.00	1	0.00	0	8200000126	SPIRITS	SPIRITS	VODKA-FLAVORED	GLA	0.00	Y																				4.2210		0.00														0			0			AbDILOSW	0	082000001263	2015-10-19				1	9.2500											
01970	CHRIST BROS HONEY			375ML	008603686279	24	6.99	0.00	1	0.00	0	8603686279	SPIRITS	SPIRITS	BRANDY	UNK	0.00	Y																				5.0100		0.00														0			0			AbDILOSW	0	08603686279	2015-10-19				1	9.2500											
01971	CHRIST BROS BRANDY WHITE			375ML	008603686063	24	6.49	0.00	1	0.00	0	8603686063	SPIRITS	SPIRITS	BRANDY	UNK	0.00	Y																				4.9000		0.00														0			0			AbDILOSW	0	08603686063	2015-10-19				1	9.2500											
01972	CIROC VODKA AMARETTO			375ML	008807617869	12	15.99	0.00	1	0.00	3	8807617869	SPIRITS	SPIRITS	VODKA-FLAVORED	ATH	0.00	Y																				8.4500		0.00														0			3			AbDILOSW	0	088076178694	2015-10-19				1	9.2500											
01973	MARIETTA PORT			375ML	074675137529	24	13.99	13.99	1	335.76	0	4675137529	WINE - $10 - $14.99	WINE	WINE $10-$14.99	UNK	0.00	Y																				9.6600		0.00														0			0			AbDILOSW	0	74675137529	2015-10-19				1	9.2500											
01974	CHRIST BROS BRANDY			375ML	008603681567	24	6.99	0.00	1	0.00	0	8603681567	SPIRITS	SPIRITS	BRANDY	UNK	0.00	Y																				4.4900		0.00														0			0			AbDILOSW	0	08603681567	2015-10-19				1	9.2500											
01975	GERMAIN-ROBIN XO ALAMBIC BRANDY			375ML	002590710035	12	59.99	0.00	1	0.00	1	2590710035	SPIRITS	SPIRITS	BRANDY	GLA	0.00	Y																				46.1500		0.00														0			1			AbDILOSW	0	02590710035	2015-10-19				1	9.2500											
01976	TRIBUNO DRY			375ML	008312095706	24	5.99	0.00	1	0.00	-1	8312095706	SPIRITS	SPIRITS	LIQUERS	UNK	0.00	Y																				3.7690		0.00														0			-1			AbDILOSW	0	083120957065	2015-10-19				1	9.2500											
01977	CIROC PINEAPPLE			375ML	008807617907	12	15.99	0.00	1	0.00	20	8807617907	SPIRITS	SPIRITS	VODKA-FLAVORED	ATH	0.00	Y																				11.5308		0.00														0			20			AbDILOSW	0	088076179073	2015-10-19				1	9.2500											
01978	CAZADORES REPOSADO			375ML	008048017003	24	20.99	0.00	1	0.00	0	9813500004	SPIRITS	SPIRITS	TEQUILA	UNK	0.00	Y																				15.7600		0.00														0			0			AbDILOSW	0	79813500004	2015-10-19				1	9.2500											
01979	SVEDKA MANGO PINEAPPLE			375ML	061776815137	24	6.99	0.00	1	167.76	35	1776815137	SPIRITS	SPIRITS	VODKA-FLAVORED	UNK	0.00	Y																				2.3778		0.00														0			35			AbDILOSWV	0	617768151372	2015-10-19				1	9.2500											
01980	CATHEAD VODKA			375ML	085148400303	24	10.99	0.00	1	0.00	0	5148400303	SPIRITS	SPIRITS	SPIRITS VODKA	UNK	0.00	Y																				8.4500		0.00														0			0			AbDILOSW	0	85148400303	2015-10-19				1	9.2500											
01981	SMIRNOFF LIME			375ML	008200000149	24	5.99	0.00	1	131.76	0	8200000149	SPIRITS	SPIRITS	VODKA-FLAVORED	UNK	0.00	Y																				4.0300		0.00														0			0			AbDILOSW	0	08200000149	2015-10-19				1	9.2500											
01982	TY-KU SAKE			375ML	073604051533	24	14.99	14.99	1	359.76	0	3604051533	WINE	WINE	WINE SAKE	UNK	0.00	Y																				10.7000		0.00														0			0			AbDILOSW	0	73604051533	2015-10-19				1	9.2500											
01983	DOLIN DRY VERMOUTH			375ML	3274510003807	12	10.99	0.00	1	263.76	0	327451000380	SPIRITS	SPIRITS	LIQUERS	GLA	0.00	Y																				6.4227		0.00														0			0			ADLOISbW	0	3274510003807	2015-10-19				1	9.2500											
01984	TRIBUNO SWEET			375ML	008312095726	24	5.99	0.00	1	0.00	2	8312095726	SPIRITS	SPIRITS	LIQUERS	UNK	0.00	Y																				3.7695		0.00														0			2			AbDILOSW	0	083120957263	2015-10-19				1	9.2500											
01985	SMIRNOFF BLUEBERRY 375			375ML	008200000151	24	5.99	0.00	1	0.00	2	8200000151	SPIRITS	SPIRITS	VODKA-FLAVORED	UNK	0.00	Y																				4.2210		0.00														0			2			AbDILOSW	0	082000001515	2015-10-19				1	9.2500											
01986	CUTTY SARK			375ML	072105905375	24	14.99	0.00	1	0.00	0	2105905375	SPIRITS	SPIRITS	SCOTCH	UNK	0.00	Y																				11.1500		0.00														0			0			AbDILOSW	0	02105905375	2015-10-19				1	9.2500											
01987	IRISH MIST			375ML	072105950375	12	17.99	0.00	1	431.76	3	2105950375	SPIRITS	SPIRITS	LIQUERS	CRO	0.00	Y																				13.8700		0.00														0			3			AbDILOSWV	0	721059503754	2015-10-19				1	9.2500											
01989	DOLIN ROUGE VERMOUTH			375ML	3274510003906	12	10.99	0.00	1	263.76	0	327451000390	SPIRITS	SPIRITS	LIQUERS	GLA	0.00	Y																				6.4216		0.00														0			0			AbDILOSW	0	3274510003906	2015-10-19				1	9.2500											
01990	GODIVA CARAMEL			375ML	008200000174	12	22.99	0.00	1	0.00	0	8200000174	SPIRITS	SPIRITS	LIQUERS	UNK	0.00	Y																				16.9200		0.00														0			0			AbDILOSW	0	08200000174	2015-10-19				1	9.2500											
01991	SVEDKA GRAPEFRUIT JALAPENO			375ML	061776818137	12	5.49	0.00	1	131.76	0	1776818137	SPIRITS	SPIRITS	VODKA-FLAVORED	GLA	0.00	Y																				4.2200		0.00														0			0			AbDILOSW	0	617768181379	2015-10-19				1	9.2500											
01992	SEAGRAMS 7			375ML	008700000765	24	8.99	0.00	1	191.76	2	8700000765	SPIRITS	SPIRITS	SPIRITS WHISKEY	CRO	0.00	Y																				5.9618		0.00														0			2			AbDILOSW	0	087000007659	2015-10-19				1	9.2500											
01993	CHAMBORD			375ML	008330003452	12	21.99	0.00	1	0.00	3	8330003452	SPIRITS	SPIRITS	LIQUERS	ATH	0.00	Y																				15.5900		0.00														0			3			AbDILOSW	0	083300034524	2015-10-19				1	9.2500											
01994	TUACA			375ML	008330004479	24	17.99	0.00	1	0.00	3	8330004479	SPIRITS	SPIRITS	LIQUERS	ATH	0.00	Y																				10.7273		0.00														0			3			AbDILOSW	0	083300044790	2015-10-19				1	9.2500											
01995	SMIRNOFF GRAPE 375			375ML	008200000179	24	5.99	0.00	1	131.76	0	8200000179	SPIRITS	SPIRITS	VODKA-FLAVORED	UNK	0.00	Y																				4.0800		0.00														0			0			AbDILOSW	0	08200000179	2015-10-19				1	9.2500											
01996	FLEISCHMAN GIN			375ML	008292821026	24	3.30	0.00	1	0.00	2	8292821026	SPIRITS	SPIRITS	GIN	DEL	0.00	Y																				3.0345		0.00														0			2			AbDILOSW	0	082928210266	2015-10-19				1	9.2500											
01997	BLACK VELVET			375ML	008810013457	24	4.49	0.00	1	0.00	0	8200011863	SPIRITS	SPIRITS	SPIRITS WHISKEY	UNK	0.00	Y																				3.1700		0.00														0			0			AbDILOSW	0	08200011863	2015-10-19				1	9.2500											
01998	NOILLY DRY			375ML	008048021702	24	7.99	0.00	1	0.00	2	8048000218	SPIRITS	SPIRITS	LIQUERS	UNK	0.00	Y																				5.2080		0.00														0			2			AbDILOSWV	0	080480002183	2015-10-19				1	9.2500											
01999	NOILLY SWEET			375ML	008048021708	24	6.99	0.00	1	167.76	0	8330004930	SPIRITS	SPIRITS	LIQUERS	UNK	0.00	Y																				4.9900		0.00														0			0			AbDILOSW	0	08330004930	2015-10-19				1	9.2500											
02000	COOPERS ALE 6PK			375ML	079911800030	24	22.49	0.00	1	0.00	0	7991180003	BEER	BEER	BEER	UNK	0.00	Y																				14.9900		0.00														0			0			AbDILOSW	0	079911800030	2015-10-19				1	9.2500											
02001	CAROLANS			375ML	072105951375	12	10.99	0.00	1	0.00	3	2105951375	SPIRITS	SPIRITS	LIQUERS	DEL	0.00	Y																				7.4235		0.00														0			3			AbDILOSW	0	721059513753	2015-10-19				1	9.2500											
02002	JAMESON			375ML	008043250014	24	16.99	0.00	1	383.76	1	8043250014	SPIRITS	SPIRITS	IRISH WSKY	UNK	0.00	Y																				12.1153		0.00														0			1			AbDILOSW	0	080432500149	2015-10-19				1	9.2500											
02003	PINCH			375ML	008811000003	24	18.99	0.00	1	0.00	0	8811000003	SPIRITS	SPIRITS	SCOTCH	UNK	0.00	Y																				14.1400		0.00														0			0			AbDILOSW	0	08811000003	2015-10-19				1	9.2500											
02004	T W SAMUELS			375ML	009674904260	24	4.99	0.00	1	95.76	-8	9674904260	SPIRITS	SPIRITS	SPIRITS WHISKEY	GLA	0.00	Y																				3.1255		0.00														0			-8			AbDILOSW	0	096749042609	2015-10-19				1	9.2500											
02005	WILD TURKEY AMERICAN HONEY			375ML	072105981375	12	9.99	0.00	1	0.00	13	2105981375	SPIRITS	SPIRITS	WHISKEY-FLAVORED	GLA	0.00	Y																				7.6843		0.00														0			13			AbDILOSW	0	721059813754	2015-10-19				1	9.2500											
02006	SEAGRAMS GREEN DRAGON			375ML	008043240467	24	6.99	0.00	1	167.76	0	8043240467	SPIRITS	SPIRITS	GIN-FLAVORED	UNK	0.00	Y																				4.9000		0.00														0			0			AbDILOSW	0	08043240467	2015-10-19				1	9.2500											
02007	JOHNNIE WALKER BLACK			375ML	008811001119	24	20.99	0.00	1	0.00	3	8811001119	SPIRITS	SPIRITS	SCOTCH	UNK	0.00	Y																				15.5857		0.00														0			3			AbDILOSW	0	088110011192	2015-10-19				1	9.2500											
02008	DEWARS 80			375ML	008048023003	24	15.99	0.00	1	383.76	0	8048023003	SPIRITS	SPIRITS	SCOTCH	GLA	0.00	Y																				11.8800		0.00														0			0			AbDILOSW	0	080480230036	2015-10-19				1	9.2500											
02009	SEAGRAMS VO			375ML	008700000761	24	9.25	0.00	1	263.76	0	877610	SPIRITS	SPIRITS	SPIRITS WHISKEY	CRO	0.00	Y																				8.4000		0.00														0			0			AbDILOSWV	0	08776101	2015-10-19				1	9.2500											
02010	CROWN ROYAL			375ML	008700000760	24	11.99	0.00	1	0.00	301	8200000172	SPIRITS	SPIRITS	SPIRITS WHISKEY	CRO	0.00	Y																				8.4976		0.00														0			301			AbDILOSWV	0	082000001720	2015-10-19				1	9.2500											
02011	JOHNNIE WALKER RED 80			375ML	008811002119	24	15.99	0.00	1	383.76	1	8811002119	SPIRITS	SPIRITS	SCOTCH	ATH	0.00	Y																				12.1275		0.00														0			1			AbDILOSW	0	088110021191	2015-10-19				1	9.2500											
02012	BUSHMILLS			375ML	008043256614	24	16.99	0.00	1	0.00	0	8807616897	SPIRITS	SPIRITS	IRISH WSKY	UNK	0.00	Y																				12.3100		0.00														0			0			AbDILOSW	0	088076168978	2015-10-19				1	9.2500											
02013	PATRON ANEJO			375ML	072173300096	12	19.99	19.99	1	671.76	1	2173300096	SPIRITS	SPIRITS	TEQUILA	ATH	0.00	Y																				15.3773		0.00														0			1			AbDILOSW	0	721733000968	2015-10-19				1	9.2500											
02014	RUFFINO PROSECCO			375ML	008308542000	12	5.99	0.00	1	0.00	2	8308542000	WINE- $5 - $9.99	WINE	WINE- $5 - $9.99	CRO	0.00	Y																				3.7170		0.00														0			2			AbDILOSWV	0	083085420000	2015-10-19				1	9.2500											
02015	SMIRNOFF PINEAPPLE			375ML	008200000245	12	5.99	0.00	1	0.00	2	8200000245	SPIRITS	SPIRITS	VODKA-FLAVORED	UNK	0.00	Y																				4.2210		0.00														0			2			AbDILOSW	0	082000002451	2015-10-19				1	9.2500											
02016	STON PEACH			375ML	4740034014944	12	10.99	0.00	1	0.00	0	474003401494	SPIRITS	SPIRITS	VODKA-FLAVORED	DEL	0.00	Y																				8.1000		0.00														0			0			AbDILOSW	0	4740034014944	2015-10-19				1	9.2500											
02017	LICOR 43 375			375ML	008366485355	12	17.99	0.00	1	0.00	3	2992911509	SPIRITS	SPIRITS	LIQUERS	GLA	0.00	Y																				13.8040		0.00														0			3			AbDILOSWV	0	029929115091	2015-10-19				1	9.2500											
02018	MONDAVI MOSCATO DORO			375ML	008600365286	12	16.99	0.00	1	0.00	2	8600365286	WINE $15-$19.99	WINE	WINE $15-$19.99	GLA	0.00	Y																				12.1400		0.00														0			2			AbDILOSW	0	086003652866	2015-10-19				1	9.2500											
02019	TANQUERAY			375ML	008811011064	24	9.99	0.00	1	359.76	21	8811011064	SPIRITS	SPIRITS	GIN	ATH	0.00	Y																				7.0385		0.00														0			21			AbDILOSW	0	088110110642	2015-10-19				1	9.2500											
02020	EVAN WILLIAMS 1783			375ML	009674914162	24	7.99	0.00	1	174.96	8	9674914162	SPIRITS	SPIRITS	SPIRITS WHISKEY	CRO	0.00	Y																				5.9640		0.00														0			8			AbDILOSW	0	096749141623	2015-10-19				1	9.2500											
02021	GREY GOOSE VODKA			375ML	008048028003	12	18.99	0.00	1	455.76	9	8048028003	SPIRITS	SPIRITS	SPIRITS VODKA	CRO	0.00	Y																				14.6125		0.00														0			9			AbDILOSW	0	080480280031	2015-10-19				1	9.2500											
02022	S.COMFORT 70			375ML	008854401927	24	4.99	0.00	1	0.00	22	8854401913	SPIRITS	SPIRITS	LIQUERS	ATH	0.00	Y																				3.5232		0.00														0			22			AbDILOSW	0	088544019139	2015-10-19				1	9.2500											
02023	MIDNIGHT MOON APPLE PIE			375ML	085176700125	6	15.99	0.00	1	335.76	0	5176700125	SPIRITS	SPIRITS	MOONSHINE	ATH	0.00	Y																				10.7625		0.00														0			0			AbDILOSW	0	851767001256	2015-10-19				1	9.2500											
02024	SEAGRAMS ORANGE TWISTED			375ML	008043240462	24	6.99	0.00	1	167.76	0	8043240462	SPIRITS	SPIRITS	GIN-FLAVORED	UNK	0.00	Y																				4.9200		0.00														0			0			AbDILOSW	0	08043240462	2015-10-19				1	9.2500											
02025	GREY GOOSE CITRON			375ML	008048028205	24	18.99	0.00	1	0.00	0	8048028205	SPIRITS	SPIRITS	VODKA-FLAVORED	UNK	0.00	Y																				13.4500		0.00														0			0			AbDILOSW	0	08048028205	2015-10-19				1	9.2500											
02026	SAILOR JERRY			375ML	008366486912	24	10.99	0.00	1	263.76	3	8366486912	SPIRITS	SPIRITS	RUM	UNK	0.00	Y																				8.4210		0.00														0			3			AbDILOSW	0	083664869121	2015-10-19				1	9.2500											
02027	CANADIAN MIST			375ML	008112802325	24	5.49	0.00	1	0.00	24	8112802325	SPIRITS	SPIRITS	SPIRITS WHISKEY	ATH	0.00	Y																				4.1357		0.00														0			24			AbDILOSW	0	081128023256	2015-10-19				1	9.2500											
02028	MILAGRO SILVER			375ML	008366486930	24	19.99	0.00	1	479.76	0	8366486930	SPIRITS	SPIRITS	TEQUILA	UNK	0.00	Y																				15.8000		0.00														0			0			AbDILOSW	0	08366486930	2015-10-19				1	9.2500											
02029	MIDNIGHT MOON STRAWBERRY			375ML	085176700126	6	15.99	0.00	1	335.76	0	5176700126	SPIRITS	SPIRITS	MOONSHINE	ATH	0.00	Y																				10.7600		0.00														0			0			AbDILOSW	0	851767001263	2015-10-19				1	9.2500											
02030	BOMBAY SAPPHIRE		Random Montjly specials (approx.3 x's a yr), keep sale price based on normal prices ($104.02 v $99.82)	375ML	008048030103	12	12.99	0.00	1	0.00	10	8048030103	SPIRITS	SPIRITS	GIN	ATH	0.00	Y																				7.7385		0.00														0			10			AbDILOSWV	0	080480301033	2015-10-19				1	9.2500											
02031	HENNESSY VS			375ML	008811015062	12	22.99	0.00	1	527.76	57	8811015062	SPIRITS	SPIRITS	COGNAC	CRO	0.00	Y																				17.5630		0.00														72			129			ALOISbW	0	088110150624	2015-10-19				1	9.2500											
02032	HENNESSY PRIVILEGE VSOP			375ML	008811015103	12	29.99	0.00	1	0.00	0	8811015103	SPIRITS	SPIRITS	COGNAC	UNK	0.00	Y																				20.9738		0.00														0			0			AbDILOSW	0	088110151034	2015-10-19				1	9.2500											
